Cliente,Genero,Aposentado,Casado,Dependentes,T_Empregado,ServiçoLinha,MultiplasLinhas,ServicoInternet,SegurancaOnline,OnlineBackup,ProtecaoEquip,SeguroAdicional,StreamingTV,FilmesStreaming,TIpoContrato,ContaImpresso,MetodoPagamento,ValorPlano,ContaTotal,Churn
"0829-XXPLX,""Feminino"",0,""nao"",""nao"",20,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Transferencia"",89.400000,1871.150000,""nao"""
"9974-JFBHQ,""Masculino"",0,""nao"",""sim"",64,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",99.150000,6171.200000,""nao"""
"5356-RHIPP,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",20.200000,20.200000,""sim"""
"6624-JDRDS,""Feminino"",0,""nao"",""nao"",6,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Transferencia"",29.450000,161.450000,""nao"""
"0608-JDVEC,""Masculino"",0,""sim"",""nao"",50,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Debito na conta"",19.800000,1013.200000,""nao"""
"9780-FKVVF,""Masculino"",0,""nao"",""nao"",6,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Transferencia"",59.150000,336.700000,""nao"""
"1919-RTPQD,""Masculino"",0,""sim"",""sim"",7,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",44.750000,333.650000,""nao"""
"5214-NLTIT,""Masculino"",0,""sim"",""sim"",72,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",90.800000,6511.800000,""nao"""
"3345-PBBFH,""Masculino"",0,""sim"",""nao"",8,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",49.550000,393.450000,""nao"""
"5055-BRMNE,""Feminino"",0,""sim"",""sim"",67,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",106.700000,7009.500000,""nao"""
"9189-JWSHV,""Feminino"",1,""sim"",""nao"",24,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",93.550000,2264.050000,""sim"""
"2190-PHBHR,""Feminino"",0,""sim"",""nao"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""nao"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",94.450000,6921.700000,""nao"""
"2650-GYRYL,""Masculino"",0,""sim"",""sim"",33,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Transferencia"",19.450000,600.250000,""nao"""
"0746-JTRFU,""Masculino"",0,""nao"",""nao"",2,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",25.050000,56.350000,""sim"""
"5208-FVQKB,""Masculino"",0,""sim"",""nao"",70,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""nao"",""sim"",""Fidelizacao"",""nao"",""Conta Correio"",67.950000,4664.150000,""nao"""
"7184-LRUUR,""Feminino"",0,""nao"",""nao"",22,""sim"",""nao"",""DSL"",""nao"",""sim"",""sim"",""nao"",""sim"",""nao"",""Pos-pago"",""nao"",""Transferencia"",65.250000,1441.800000,""nao"""
"6627-CFOSN,""Feminino"",0,""nao"",""nao"",59,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Transferencia"",99.450000,5623.700000,""nao"""
"3982-JGSFD,""Masculino"",0,""nao"",""nao"",36,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Cartao de Credito"",20.350000,695.850000,""nao"""
"1574-DYCWE,""Feminino"",0,""sim"",""sim"",51,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.950000,1028.750000,""nao"""
"7247-XOZPB,""Masculino"",0,""sim"",""nao"",53,""sim"",""sim"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""nao"",""Pos-pago"",""nao"",""Transferencia"",77.400000,4155.950000,""nao"""
"2466-FCCPT,""Feminino"",0,""sim"",""sim"",20,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",19.700000,395.600000,""nao"""
"6211-WWLTF,""Masculino"",0,""sim"",""nao"",63,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",99.700000,6330.400000,""nao"""
"4826-TZEVA,""Feminino"",0,""nao"",""nao"",40,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",74.800000,2971.700000,""nao"""
"6016-NXBNJ,""Masculino"",0,""nao"",""nao"",35,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Conta Correio"",19.150000,638.000000,""nao"""
"9138-EFSMO,""Masculino"",0,""sim"",""sim"",26,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pos-pago"",""nao"",""Transferencia"",78.950000,2034.250000,""nao"""
"0576-WNXXC,""Masculino"",1,""sim"",""nao"",27,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",95.550000,2510.200000,""sim"""
"4632-XJMEX,""Masculino"",0,""nao"",""sim"",53,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",62.850000,3419.500000,""nao"""
"8910-LEDAG,""Masculino"",1,""sim"",""nao"",34,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",71.550000,2427.350000,""nao"""
"3452-GWUIN,""Feminino"",1,""sim"",""nao"",19,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",94.950000,1760.250000,""nao"""
"2716-GFZOR,""Masculino"",0,""sim"",""nao"",43,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",86.100000,3551.650000,""nao"""
"3724-UCSHY,""Masculino"",0,""sim"",""sim"",6,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",19.550000,122.900000,""nao"""
"8626-XHBIE,""Masculino"",0,""nao"",""sim"",56,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Conta Correio"",24.800000,1424.200000,""nao"""
"4628-CTTLA,""Masculino"",0,""nao"",""nao"",57,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",39.300000,2111.450000,""sim"""
"3192-LNKRK,""Masculino"",0,""sim"",""sim"",34,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",84.050000,2909.950000,""nao"""
"4439-YRNVD,""Feminino"",0,""nao"",""nao"",10,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",36.250000,374.000000,""nao"""
"2876-VBBBL,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",20.250000,20.250000,""sim"""
"6834-NXDCA,""Feminino"",0,""nao"",""nao"",13,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",23.900000,300.800000,""sim"""
"2208-UGTGR,""Masculino"",0,""nao"",""nao"",56,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",98.600000,5581.050000,""nao"""
"3005-TYFRD,""Feminino"",0,""sim"",""nao"",55,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",103.650000,5676.650000,""nao"""
"8670-MEFCP,""Feminino"",0,""sim"",""sim"",36,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",92.900000,3379.250000,""nao"""
"3079-BCHLN,""Masculino"",0,""sim"",""nao"",47,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",19.900000,942.950000,""nao"""
"7777-UNYHB,""Feminino"",0,""sim"",""sim"",12,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Cartao de Credito"",20.100000,232.400000,""nao"""
"5597-GLBUC,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",85.450000,85.450000,""sim"""
"7278-CKDNC,""Masculino"",1,""nao"",""nao"",24,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",80.500000,2088.450000,""nao"""
"2748-MYRVK,""Feminino"",0,""nao"",""nao"",63,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""sim"",""sim"",""Pos-pago"",""nao"",""Transferencia"",99.900000,6137.000000,""sim"""
"8450-UYIBU,""Feminino"",1,""nao"",""nao"",35,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",39.850000,1434.600000,""nao"""
"2969-VAPYH,""Feminino"",0,""nao"",""nao"",67,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",60.500000,3870.000000,""nao"""
"4822-YCXMX,""Masculino"",0,""nao"",""nao"",25,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",84.800000,2043.450000,""sim"""
"7181-OQCUT,""Masculino"",0,""nao"",""nao"",21,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Conta Correio"",103.850000,2215.000000,""nao"""
"8474-UMLNT,""Feminino"",0,""nao"",""nao"",13,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""nao"",""Transferencia"",67.800000,842.250000,""nao"""
"9821-POOTN,""Masculino"",0,""sim"",""nao"",35,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",75.200000,2576.200000,""sim"""
"3836-FZSDJ,""Masculino"",1,""sim"",""nao"",71,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",24.850000,1901.000000,""nao"""
"9142-XMYJH,""Feminino"",0,""nao"",""nao"",29,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Cartao de Credito"",19.350000,601.600000,""nao"""
"6559-ILWKJ,""Masculino"",0,""sim"",""nao"",71,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""nao"",""sim"",""sim"",""Fidelizacao"",""nao"",""Debito na conta"",49.350000,3515.250000,""sim"""
"0187-QSXOE,""Masculino"",1,""sim"",""nao"",7,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",89.000000,605.450000,""nao"""
"7733-UDMTP,""Feminino"",1,""nao"",""nao"",57,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",55.000000,3094.050000,""nao"""
"2649-HWLYB,""Masculino"",0,""sim"",""nao"",65,""sim"",""sim"",""DSL"",""sim"",""nao"",""sim"",""sim"",""nao"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",76.150000,4929.550000,""nao"""
"5214-CHIWJ,""Masculino"",0,""nao"",""nao"",27,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",20.300000,595.050000,""nao"""
"4229-CZMLL,""Masculino"",0,""nao"",""nao"",6,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",74.900000,469.800000,""sim"""
"6904-JLBGY,""Feminino"",1,""nao"",""nao"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",117.350000,8436.250000,""nao"""
"2465-BLLEU,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",19.750000,19.750000,""nao"""
"1685-VAYJF,""Masculino"",0,""nao"",""nao"",11,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",45.200000,492.000000,""nao"""
"8874-EJNSR,""Masculino"",0,""sim"",""sim"",39,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",25.200000,987.950000,""nao"""
"6917-YACBP,""Feminino"",1,""nao"",""nao"",59,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",89.750000,5496.900000,""nao"""
"5049-MUBWG,""Masculino"",0,""nao"",""nao"",26,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pos-pago"",""nao"",""Transferencia"",75.000000,1908.350000,""nao"""
"4223-WOZCM,""Masculino"",1,""nao"",""nao"",2,""sim"",""nao"",""DSL"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",49.950000,107.100000,""nao"""
"0769-MURVM,""Feminino"",0,""sim"",""sim"",72,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",65.700000,4575.350000,""nao"""
"9253-VIFJQ,""Masculino"",0,""sim"",""nao"",65,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""nao"",""nao"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",67.050000,4309.550000,""nao"""
"7030-FZTFM,""Masculino"",0,""sim"",""sim"",72,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",110.900000,7922.750000,""nao"""
"9741-YLNTD,""Masculino"",0,""nao"",""nao"",6,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Transferencia"",87.950000,522.350000,""nao"""
"5917-RYRMG,""Masculino"",1,""nao"",""nao"",32,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Cartao de Credito"",19.800000,587.700000,""nao"""
"5120-ZBLAI,""Feminino"",0,""sim"",""nao"",50,""sim"",""sim"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""nao"",""Transferencia"",75.700000,3876.200000,""nao"""
"1194-BHJYC,""Masculino"",0,""sim"",""nao"",61,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Conta Correio"",62.150000,3778.850000,""nao"""
"3663-MITLP,""Feminino"",0,""nao"",""nao"",15,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",101.250000,1457.250000,""sim"""
"0906-QVPMS,""Masculino"",0,""sim"",""nao"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",115.150000,8349.450000,""nao"""
"9025-ZRPVR,""Masculino"",0,""nao"",""nao"",9,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",18.950000,185.600000,""sim"""
"1905-OEILC,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",19.500000,19.500000,""nao"""
"7858-GTZSP,""Feminino"",0,""nao"",""nao"",12,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",86.550000,1066.900000,""nao"""
"3285-UCQVC,""Feminino"",0,""nao"",""nao"",37,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",28.600000,973.550000,""sim"""
"6248-BSHKG,""Masculino"",0,""sim"",""sim"",61,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",20.400000,1226.450000,""nao"""
"4685-TFLLS,""Masculino"",0,""sim"",""sim"",18,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",19.800000,342.300000,""nao"""
"3470-BTGQO,""Masculino"",0,""nao"",""sim"",21,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",45.650000,985.050000,""nao"""
"1209-VFFOC,""Masculino"",0,""sim"",""sim"",68,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""sim"",""Fidelizacao"",""sim"",""Conta Correio"",56.400000,3948.450000,""nao"""
"8224-DWCKX,""Masculino"",1,""nao"",""nao"",12,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",73.300000,828.050000,""nao"""
"5482-PLVPE,""Feminino"",1,""nao"",""nao"",2,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",24.350000,41.850000,""sim"""
"4553-DVPZG,""Feminino"",0,""sim"",""nao"",62,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",101.350000,6164.700000,""nao"""
"4902-OHLSK,""Feminino"",1,""nao"",""nao"",29,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",98.650000,2862.750000,""sim"""
"6917-IAYHD,""Masculino"",0,""nao"",""sim"",1,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",33.600000,33.600000,""nao"""
"0495-ZBNGW,""Masculino"",1,""sim"",""nao"",5,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",79.900000,343.950000,""sim"""
"8620-RJPZN,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Debito na conta"",20.700000,20.700000,""nao"""
"7572-KPVKK,""Masculino"",0,""nao"",""sim"",62,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",104.050000,6590.500000,""nao"""
"2642-MAWLJ,""Feminino"",0,""sim"",""sim"",36,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",20.250000,717.950000,""nao"""
"2357-COQEK,""Feminino"",1,""nao"",""nao"",28,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",103.300000,2890.650000,""sim"""
"7103-ZGVNT,""Feminino"",0,""sim"",""sim"",69,""sim"",""sim"",""DSL"",""sim"",""sim"",""nao"",""sim"",""sim"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",73.700000,4885.850000,""nao"""
"3737-GCSPV,""Feminino"",0,""sim"",""nao"",11,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",96.200000,1222.050000,""sim"""
"2027-WKXMW,""Feminino"",0,""sim"",""nao"",63,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",108.750000,6871.700000,""nao"""
"7137-NAXML,""Masculino"",0,""nao"",""nao"",23,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",20.150000,405.600000,""nao"""
"2428-ZMCTB,""Masculino"",0,""nao"",""nao"",10,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Cartao de Credito"",19.750000,208.250000,""nao"""
"2961-VNFKL,""Feminino"",0,""sim"",""nao"",71,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Cartao de Credito"",25.950000,1801.900000,""nao"""
"1768-HNVGJ,""Feminino"",1,""nao"",""nao"",45,""sim"",""sim"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",70.050000,3062.450000,""nao"""
"6963-KQYQB,""Feminino"",0,""sim"",""sim"",70,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",24.050000,1764.750000,""nao"""
"5934-RMPOV,""Feminino"",0,""nao"",""sim"",22,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",84.750000,1816.750000,""nao"""
"1207-BLKSA,""Feminino"",0,""sim"",""sim"",52,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",23.050000,1255.100000,""nao"""
"4088-YLDSU,""Masculino"",0,""sim"",""nao"",55,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Debito na conta"",104.150000,5743.050000,""sim"""
"8316-BBQAY,""Feminino"",0,""nao"",""nao"",65,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",59.950000,3921.100000,""nao"""
"1166-PQLGG,""Feminino"",0,""sim"",""sim"",72,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",19.550000,1463.450000,""nao"""
"3146-JTQHR,""Masculino"",0,""sim"",""nao"",10,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",19.600000,189.450000,""nao"""
"4291-YZODP,""Feminino"",0,""nao"",""sim"",7,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",20.050000,96.800000,""nao"""
"4395-PZMSN,""Masculino"",1,""nao"",""nao"",5,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",85.550000,408.500000,""nao"""
"6427-FEFIG,""Feminino"",0,""sim"",""sim"",24,""sim"",""sim"",""DSL"",""sim"",""nao"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",78.600000,1846.650000,""nao"""
"0017-IUDMW,""Feminino"",0,""sim"",""sim"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",116.800000,8456.750000,""nao"""
"8706-HRADD,""Masculino"",0,""nao"",""nao"",21,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",43.550000,1011.500000,""nao"""
"9955-QOPOY,""Masculino"",0,""sim"",""nao"",69,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",60.800000,4263.400000,""nao"""
"4385-ZKVNW,""Masculino"",0,""sim"",""sim"",44,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",54.900000,2549.100000,""nao"""
"5446-DKWYW,""Feminino"",1,""sim"",""sim"",61,""sim"",""sim"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pos-pago"",""sim"",""Debito na conta"",65.200000,3965.050000,""nao"""
